id,Category,Subcategory,Subsubcategory,Subsubsubcategory,Quintile,Elasticity
136,Fresh and processed vegetables,Processed fruit and fruit products,"Tinned peaches, pears and pineapples",,1,0.148485279
137,Fresh and processed vegetables,Fresh potatoes,,,1,1.113617706
138,Fresh and processed vegetables,Fresh potatoes,Fresh baking potatoes (e),,1,0.634263029
139,Fresh and processed vegetables,Fresh potatoes,Fresh new potatoes (e),,1,1.043527539
140,Fresh and processed vegetables,Fresh potatoes,Other fresh potatoes (e),,1,1.004468078
141,Fresh and processed vegetables,Processed potatoes,,,1,0.586078016
142,Fresh and processed vegetables,Processed potatoes,Chips and takeaway chips,,1,0.405541485
143,Fresh and processed vegetables,Processed potatoes,Crisps and potato snacks,,1,0.378764789
144,Fresh and processed vegetables,Processed potatoes,Instant potato,,1,0.266479227
145,Fresh and processed vegetables,Processed potatoes,"Other potato products, frozen or not frozen",,1,1.273251551
146,Fresh and processed vegetables,Fresh and processed fruit,,,1,1.291731872
147,Fresh and processed vegetables,"Fresh and processed fruit and vegetables, excluding potatoes",,,1,1.080095068
148,Fresh and processed vegetables,"Fresh and processed fruit and vegetables, including potatoes",,,1,1.184436925
149,Fresh and processed vegetables,Fresh and processed potatoes,,,1,1.252163895
150,Fresh and processed vegetables,"Fresh and processed vegetables, excluding potatoes",,,1,0.590059549
151,Fresh and processed vegetables,"Fresh and processed vegetables, including potatoes",,,1,0.955087268
152,Fresh and processed vegetables,Fresh green vegetables,,,1,1.390007686
153,Fresh and processed vegetables,Fresh green vegetables,Fresh beans,,1,0.761119111
154,Fresh and processed vegetables,Fresh green vegetables,Fresh brussels sprouts,,1,1.314080458
155,Fresh and processed vegetables,Fresh green vegetables,Fresh cabbages,,1,0.68531339
156,Fresh and processed vegetables,Fresh green vegetables,Fresh cauliflower,,1,1.670614155
157,Fresh and processed vegetables,Fresh green vegetables,Fresh peas,,1,1.140994918
158,Fresh and processed vegetables,Fresh green vegetables,Leafy salads fresh,,1,0.78581088
159,Fresh and processed vegetables,Fresh green vegetables,Other fresh green vegetables,,1,-0.127735297
160,Fresh and processed vegetables,Other fresh vegetables,,,1,0.772726705
161,Fresh and processed vegetables,Other fresh vegetables,Fresh carrots,,1,0.495086545
162,Fresh and processed vegetables,Other fresh vegetables,Fresh cucumbers,,1,1.029084471
163,Fresh and processed vegetables,Other fresh vegetables,Fresh mushrooms,,1,0.364871573
164,Fresh and processed vegetables,Other fresh vegetables,"Fresh onions, leeks and shallots",,1,0.757809851
165,Fresh and processed vegetables,Other fresh vegetables,Fresh tomatoes,,1,1.000709287
166,Fresh and processed vegetables,Other fresh vegetables,Fresh turnips and swede,,1,0.810203439
167,Fresh and processed vegetables,Other fresh vegetables,Miscellaneous fresh vegtables,,1,2.869444039
168,Fresh and processed vegetables,Other fresh vegetables,Other fresh root vegetables,,1,1.17474104
169,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,,,1,0.183865012
170,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,Beans canned,,1,0.065785967
171,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,"Beans, frozen",,1,-0.529283648
172,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,Dried pulses other than air-dried,,1,0.844897417
173,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,Other canned vegetables,,1,0.791391022
174,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,Other frozen vegetables,,1,0.615933134
175,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,"Peas, canned",,1,0.898373024
176,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,"Peas, frozen",,1,0.728506942
177,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,Ready meals and other vegetable products (inc takeaways),,1,0.392602223
178,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,"Tomatoes, canned or bottled",,1,0.304772318
179,Fresh and processed vegetables,Processed vegetables excluding processed potatoes,Vegetable juices and purees,,1,1.246850379
180,Milk and milk products excluding cheese,,,,1,-0.165111624
181,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare",,,1,-1.158001352
182,Milk and milk products excluding cheese,"Liquid wholemilk, including school and welfare","Liquid wholemilk, full price",,1,-1.386853328
183,Milk and milk products excluding cheese,Other milk and cream,,,1,0.312264232
184,Milk and milk products excluding cheese,Other milk and cream,Condensed or evaporated milk,,1,1.055292723
185,Milk and milk products excluding cheese,Other milk and cream,Cream,,1,1.10933769
186,Milk and milk products excluding cheese,Other milk and cream,Infant milks,,1,0.560392603
187,Milk and milk products excluding cheese,Other milk and cream,Other milks and dairy desserts,,1,1.133709789
188,Milk and milk products excluding cheese,Other milk and cream,Skimmed milks,,1,0.135540189
189,Milk and milk products excluding cheese,Other milk and cream,Yoghurt and fromage frais,,1,1.980819039
190,Non-carcase meat and meat products,,,,1,0.524216475
191,Non-carcase meat and meat products,All offal other than liver,,,1,1.287829489
192,Non-carcase meat and meat products,"Bacon and ham, cooked",,,1,0.624172961
193,Non-carcase meat and meat products,"Bacon and ham, uncooked",,,1,-0.326589282
194,Non-carcase meat and meat products,"Bacon and ham, uncooked","Bacon and ham joints, uncooked",,1,0.865850949
195,Non-carcase meat and meat products,"Bacon and ham, uncooked","Bacon and ham rashers, uncooked",,1,-0.546018659
196,Non-carcase meat and meat products,"Burgers, frozen or not frozen",,,1,0.570949205
197,Non-carcase meat and meat products,"Chicken, uncooked - whole chicken or chicken pieces",,,1,0.49431087
198,Non-carcase meat and meat products,Cooked poultry not purchased in cans,,,1,0.975256157
199,Non-carcase meat and meat products,Cooked poultry not purchased in cans,"Chicken and turkey, cooked",,1,1.193843814
200,Non-carcase meat and meat products,Cooked poultry not purchased in cans,Takeaway chicken,,1,0.4856663
201,Non-carcase meat and meat products,"Corned beef, canned or sliced",,,1,0.641689049
202,Non-carcase meat and meat products,Liver,,,1,0.197063134
203,Non-carcase meat and meat products,Liver,Lambs liver,,1,-0.435324559
204,Non-carcase meat and meat products,Meat pastes and spreads,,,1,-0.144421756
205,Non-carcase meat and meat products,"Meat pies and sausage rolls, ready to eat",,,1,-4.427954624
206,Non-carcase meat and meat products,"Meat pies and sausage rolls, ready to eat","Meat pies, ready to eat",,1,-0.58800342
207,Non-carcase meat and meat products,"Meat pies and sausage rolls, ready to eat","Sausage rolls, ready to eat",,1,0.802868008
208,Non-carcase meat and meat products,"Meat pies, pasties and puddings, frozen or not frozen",,,1,0.654842669
209,Non-carcase meat and meat products,Other canned meat and canned meat products,,,1,1.359865084
210,Non-carcase meat and meat products,Other cooked meat,,,1,1.063155725
211,Non-carcase meat and meat products,"Other fresh, chilled and frozen meat",,,1,0.744105825
212,Non-carcase meat and meat products,"Other poultry, uncooked (including frozen)",,,1,1.732078949
213,Non-carcase meat and meat products,"Other poultry, uncooked (including frozen)","Poultry other than chicken or turkey, uncooked",,1,0.853432292
214,Non-carcase meat and meat products,"Other poultry, uncooked (including frozen)","Turkey, uncooked - whole turkey or turkey pieces",,1,1.734432177
215,Non-carcase meat and meat products,Pate and delicatessen type sausage,,,1,0.513852376
216,Non-carcase meat and meat products,Pate and delicatessen type sausage,Delicatessen type sausages,,1,0.630155833
217,Non-carcase meat and meat products,Pate and delicatessen type sausage,Pate,,1,0.31310827
218,Non-carcase meat and meat products,Ready meals and convenience meat products,,,1,1.907895588
219,Non-carcase meat and meat products,Ready meals and convenience meat products,"Complete meat-based ready meals, frozen or not frozen",,1,1.226871743
220,Non-carcase meat and meat products,Ready meals and convenience meat products,"Other convenience meat products, frozen or not frozen",,1,2.504892606
221,Non-carcase meat and meat products,"Sausages, uncooked - beef and other sausages",,,1,1.717983808
222,Non-carcase meat and meat products,"Sausages, uncooked - pork",,,1,0.573984365
223,Non-carcase meat and meat products,Takeaway meats,,,1,1.352729821
224,Non-carcase meat and meat products,Takeaway meats,Takeaway burger and bun,,1,0.977117986
225,Non-carcase meat and meat products,Takeaway meats,Takeaway kebabs,,1,4.145688717
226,Non-carcase meat and meat products,Takeaway meats,Takeaway meat based meals,,1,1.559193771
227,Non-carcase meat and meat products,Takeaway meats,Takeaway meat pies and pasties,,1,0.394694236
228,Non-carcase meat and meat products,Takeaway meats,Takeaway sausages and saveloys,,1,0.303760809
229,Other cereals and cereal products,,,,1,0.711503929
230,Other cereals and cereal products,Breakfast cereals,,,1,0.201495937
231,Other cereals and cereal products,Breakfast cereals,High fibre breakfast cereals,,1,0.693842583
232,Other cereals and cereal products,Breakfast cereals,Muesli,,1,0.432024608
233,Other cereals and cereal products,Breakfast cereals,Other breakfast cereals,,1,0.509198881
234,Other cereals and cereal products,Breakfast cereals,Sweetened breakfast cereals,,1,0.92451247
235,Other cereals and cereal products,Cakes and pastries - frozen,,,1,-0.007619488
236,Other cereals and cereal products,Canned milk puddings,,,1,0.106575125
237,Other cereals and cereal products,Canned milk puddings,All canned milk puddings,,1,0.274892372
238,Other cereals and cereal products,Canned milk puddings,Canned or fresh carton custard,,1,0.382921722
239,Other cereals and cereal products,Infant cereal foods,,,1,1.453647291
240,Other cereals and cereal products,"Invalid foods, slimming foods and sports foods",,,1,0.177153019
241,Other cereals and cereal products,Oatmeal and oat products,,,1,-0.241907944
242,Other cereals and cereal products,Other cereal convenience foods,,,1,1.275122979
243,Other cereals and cereal products,Other cereal convenience foods,"Cake, pudding and dessert mixes",,1,0.588341277
244,Other cereals and cereal products,Other cereal convenience foods,Cereal snacks,,1,-0.790596805
245,Other cereals and cereal products,Other cereal convenience foods,"Other cereal foods, frozen and not frozen",,1,1.663613086
246,Other cereals and cereal products,Other cereal convenience foods,"Quiches and flans, frozen and not frozen",,1,-0.056054504
247,Other cereals and cereal products,Other cereal convenience foods,"Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers",,1,0.250616446
248,Other cereals and cereal products,Other cereals,,,1,1.204867486
249,Other cereals and cereal products,Pasta,,,1,-0.053503923
250,Other cereals and cereal products,Pasta,Canned pasta,,1,0.469080004
251,Other cereals and cereal products,Pasta,Dried and fresh pasta,,1,0.21398913
252,Other cereals and cereal products,Pasta,Takeaway pasta and noodles,,1,0.359940182
253,Other cereals and cereal products,Pizza,,,1,1.075060603
254,Other cereals and cereal products,Pizza,"Pizzas, frozen and not frozen",,1,1.525525388
255,Other cereals and cereal products,Pizza,Takeaway pizza,,1,1.119718541
256,Other cereals and cereal products,Puddings,,,1,0.831537068
257,Other cereals and cereal products,Rice,,,1,0.867734212
258,Other cereals and cereal products,Rice,Cooked rice,,1,0.05928597
259,Other cereals and cereal products,Rice,Dried rice,,1,0.177132269
260,Other cereals and cereal products,Rice,Takeaway rice,,1,-0.02213713
261,Other food and drink,,,,1,1.116756434
262,Other food and drink,Baby foods,,,1,1.758120119
263,Other food and drink,Ice cream products including takeaways,,,1,0.522258203
264,Other food and drink,Ice cream products including takeaways,"Ice cream cornets, choc-ices, lollies with ice cream",,1,0.715695072
265,Other food and drink,Ice cream products including takeaways,"Ice lollies, sorbet, frozen mousse, frozen yoghurt",,1,0.710725992
266,Other food and drink,Ice cream products including takeaways,"Takeaway ice cream, ice cream products, milkshakes",,1,1.255099512
267,Other food and drink,Ice cream tub or block,,,1,0.168229064
268,Other food and drink,Jelly squares or crystals,,,1,0.702964477
269,Other food and drink,Mineral or spring waters,,,1,1.770973497
270,Other food and drink,Pickles and sauces,,,1,1.124729996
271,Other food and drink,Pickles and sauces,Pickles,,1,-0.732534946
272,Other food and drink,Pickles and sauces,Sauces,,1,1.468272928
273,Other food and drink,Pickles and sauces,Takeaway sauces and mayonnnaise,,1,1.98947572
274,Other food and drink,Salt,,,1,0.311357388
275,Other food and drink,Soups - canned or cartons,,,1,-0.17850711
276,Other food and drink,Soups - dehydrated or powdered,,,1,0.479222128
277,Other food and drink,Soups - from takeaway,,,1,-0.075318989
278,Other food and drink,Soya and novel protein foods,,,1,0.705650901
279,Other food and drink,Spreads and dressings,,,1,1.49189401
280,Other food and drink,Spreads and dressings,Other spreads and dresssings,,1,0.91882601
281,Other food and drink,Spreads and dressings,Salad dressings,,1,1.737490642
282,Other food and drink,Stock cubes and meat and yeast extracts,,,1,1.108916133
283,Soft drinks,,,,1,0.278829293
284,Soft drinks,"Soft drinks, concentrated, low calorie",,,1,-0.768361938
285,Soft drinks,"Soft drinks, concentrated, not low calorie",,,1,1.206092075
286,Soft drinks,"Soft drinks, not concentrated,  not low calorie",,,1,0.973835913
287,Soft drinks,"Soft drinks, not concentrated, low calorie",,,1,1.184212203
288,Sugar and preserves,,,,1,0.931987378
289,Sugar and preserves,Honey,,,1,-0.220946823
290,Sugar and preserves,Jams and fruit curds,,,1,-0.165344513
291,Sugar and preserves,Marmalade,,,1,-1.373644908
292,Sugar and preserves,Sugar,,,1,1.237967339
293,Sugar and preserves,"Syrup, treacle",,,1,-0.038914613
294,Alcoholic drinks,,,,2,0.802223961
295,Alcoholic drinks,Alcopops,,,2,-0.469758378
296,Alcoholic drinks,Beers,,,2,0.452398317
297,Alcoholic drinks,Ciders and perry,,,2,1.460429211
298,Alcoholic drinks,Fortified wines,,,2,2.11554824
299,Alcoholic drinks,Lagers and continental beers,,,2,0.639106784
300,Alcoholic drinks,Liqueurs and cocktails,,,2,1.312693256
301,Alcoholic drinks,Spirits,,,2,1.244367394
302,Alcoholic drinks,Spirits with mixer,,,2,-1.040392091
303,Alcoholic drinks,Wine and champagne,,,2,1.184361861
304,Alcoholic drinks,Wine and champagne,"Champagne, sparkling wines and wine with mixer",,2,0.73967053
305,Alcoholic drinks,Wine and champagne,Table wine,,2,1.170682056
306,Beverages,,,,2,0.878253531
307,Beverages,Cocoa and chocolate drinks,,,2,0.22364513
308,Beverages,Coffee beans and ground coffee,,,2,-1.759468373
309,Beverages,Instant coffee,,,2,0.577325274
310,Beverages,Malt drinks and chocolate versions of malted drinks,,,2,-0.104649353
311,Beverages,Tea,,,2,-0.089132105
312,Biscuits and crispbreads,,,,2,0.340541122
313,Biscuits and crispbreads,Biscuits other than chocolate,,,2,-0.169591949
314,Biscuits and crispbreads,Biscuits other than chocolate,Cream crackers and other unsweetened biscuits,,2,0.489429841
315,Biscuits and crispbreads,Biscuits other than chocolate,Sweet biscuits (not chocolate) and cereal bars,,2,-0.494180858
316,Biscuits and crispbreads,Chocolate biscuits,,,2,0.76473256
317,Biscuits and crispbreads,Crispbread,,,2,-0.459349157
318,Bread,,,,2,0.90576092
319,Bread,Brown and wholemeal bread,,,2,-0.297674973
320,Bread,Brown and wholemeal bread,"Brown bread, sliced and unsliced",,2,0.57805003
321,Bread,Brown and wholemeal bread,"Wholemeal and granary bread, sliced and unsliced",,2,-0.727508765
322,Bread,Total other bread,,,2,0.390387228
323,Bread,Total other bread,Malt bread and fruit loaves,,2,0.975247484
324,Bread,Total other bread,Other breads,,2,2.264498501
325,Bread,Total other bread,"Rolls - white, brown or wholemeal",,2,2.1302819
326,Bread,Total other bread,Sandwiches,,2,1.258947144
327,Bread,Total other bread,Sandwiches from takeaway,,2,0.609008197
328,Bread,Total other bread,Starch reduced bread and rolls,,2,2.019788195
329,Bread,Total other bread,Takeaway breads,,2,1.157166423
330,Bread,Total other bread,Vienna and french bread,,2,0.582415717
331,Bread,White bread,,,2,1.287270494
332,Bread,White bread,"White bread, premium, sliced and unsliced",,2,3.141285164
333,Bread,White bread,"White bread, soft grain, sliced and unsliced",,2,0.97785043
334,Bread,White bread,"White bread, standard, sliced",,2,0.809313194
335,Bread,White bread,"White bread, standard, unsliced",,2,3.275848765
336,"Cakes, buns and pastries",,,,2,-1.10265435
337,"Cakes, buns and pastries","Buns, scones and teacakes",,,2,-0.098942887
338,"Cakes, buns and pastries",Cakes and pastries,,,2,-2.284759108
339,"Cakes, buns and pastries",Cakes and pastries,"Cakes and pastries, not frozen",,2,-2.239257898
340,"Cakes, buns and pastries",Cakes and pastries,Takeaway pastries,,2,0.832241325
341,Carcase meat,,,,2,1.428214156
342,Carcase meat,Beef and veal,,,2,1.803690578
343,Carcase meat,Beef and veal,All other beef and veal,,2,0.029801207
344,Carcase meat,Beef and veal,Beef joints - boned,,2,2.217353217
345,Carcase meat,Beef and veal,Beef joints - on the bone,,2,1.681506353
346,Carcase meat,Beef and veal,Beef steak - less expensive,,2,1.114552112
347,Carcase meat,Beef and veal,Beef steak - more expensive,,2,1.568375722
348,Carcase meat,Beef and veal,Minced beef,,2,0.273012146
349,Carcase meat,Mutton and lamb,,,2,1.210576186
350,Carcase meat,Mutton and lamb,All other lamb,,2,1.238062548
351,Carcase meat,Mutton and lamb,Lamb chops,,2,1.628768055
352,Carcase meat,Mutton and lamb,Lamb joints,,2,1.17790904
353,Carcase meat,Mutton and lamb,Mutton,,2,1.685715999
354,Carcase meat,Pork,,,2,0.424354916
355,Carcase meat,Pork,All other pork,,2,-1.324423443
356,Carcase meat,Pork,Pork chops,,2,1.252097195
357,Carcase meat,Pork,Pork fillets and steaks,,2,1.55248202
358,Carcase meat,Pork,Pork joints,,2,1.356813374
359,Cheese,,,,2,-0.291749387
360,Cheese,Natural cheese,,,2,-0.275588138
361,Cheese,Natural cheese,Cottage cheese,,2,0.675807838
362,Cheese,Natural cheese,Hard cheese - cheddar type,,2,-0.267748978
363,Cheese,Natural cheese,Hard cheese - edam or other foreign,,2,0.780611783
364,Cheese,Natural cheese,Hard cheese - other uk or foreign equivalent,,2,1.308086403
365,Cheese,Natural cheese,Soft natural cheese,,2,2.502651671
366,Cheese,Processed cheese,,,2,-0.291114908
367,Confectionery,,,,2,0.212087304
368,Confectionery,Chewing gum,,,2,0.985962733
369,Confectionery,Chocolate bars - filled,,,2,-0.016512243
370,Confectionery,Chocolate bars - solid,,,2,0.454622284
371,Confectionery,"Fudges, toffees, caramels",,,2,0.029861473
372,Confectionery,Mints and boiled sweets,,,2,0.291828041
373,Confectionery,Mints and boiled sweets,Boiled sweets,,2,0.525466733
374,Confectionery,Mints and boiled sweets,Mints,,2,1.95567437
375,Eggs,,,,2,0.192399135
376,Fats,,,,2,0.72117122
377,Fats,All other fats,,,2,1.700032189
378,Fats,All other fats,Imitatation cream,,2,0.897712101
379,Fats,All other fats,Low fat spreads,,2,0.902274215
380,Fats,All other fats,Reduced fat spreads,,2,1.175439358
381,Fats,All other fats,Suet and dripping,,2,0.462772937
382,Fats,Butter,,,2,0.212103583
383,Fats,Margarine,,,2,-0.829345025
384,Fats,Margarine,Other margarine,,2,-0.094180474
385,Fats,Margarine,Soft margarine,,2,-0.866895256
386,Fats,Vegetable and salad oils,,,2,0.298815708
387,Fats,Vegetable and salad oils,Olive oil,,2,1.086176467
388,Fats,Vegetable and salad oils,Other vegetable and salad oils,,2,0.379523714
389,Fish,,,,2,2.312833401
390,Fish,"Blue fish, dried or salted or smoked",,,2,-0.247879289
391,Fish,"Herrings and other blue fish, fresh, chilled or frozen",,,2,1.083602916
